DAILY_STRESS,SOCIAL_NETWORK,ACHIEVEMENT,BMI_RANGE,TODO_COMPLETED,DAILY_STEPS,SLEEP_HOURS,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_HOBBY,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
0,10,8,2,7,4,7,2,10,7,10,51 or more,Male,738.5
2,9,2,1,6,6,6,2,2,0,2,36 to 50,Male,641.8
4,3,2,2,5,1,7,1,4,0,10,36 to 50,Male,603.6
4,3,2,2,5,1,7,1,4,0,10,36 to 50,Male,603.6
4,10,3,1,10,2,8,2,7,3,7,51 or more,Female,706
3,10,3,2,6,10,7,2,10,2,7,36 to 50,Female,687
3,10,3,2,6,10,7,2,10,2,7,36 to 50,Female,687
4,1,0,2,8,5,4,2,3,1,7,51 or more,Female,637.8
2,2,5,1,2,5,6,1,10,6,10,51 or more,Female,651.8
2,10,1,2,8,4,5,1,10,0,5,36 to 50,Female,614
3,3,2,1,9,1,8,2,10,1,3,21 to 35,Female,649.7
3,3,3,1,9,1,8,2,10,1,2,21 to 35,Female,648
2,10,5,1,7,10,7,2,6,4,8,51 or more,Male,722.7
1,8,4,1,3,9,7,2,6,1,10,51 or more,Female,731
2,8,1,1,6,8,8,2,8,1,5,51 or more,Male,690.2
2,9,2,2,5,6,8,2,5,1,9,51 or more,Female,674.5
2,7,6,1,5,7,8,2,10,7,7,21 to 35,Female,713.8
4,7,7,2,6,5,7,2,5,6,6,36 to 50,Male,657.1
3,3,8,2,10,3,7,2,3,10,5,36 to 50,Male,658.4
1,10,7,1,9,9,7,2,10,2,8,51 or more,Female,739.5
5,6,5,1,3,5,6,2,5,1,10,21 to 35,Female,651.8
5,5,2,1,2,4,5,2,5,1,10,21 to 35,Female,634.4
1,5,2,1,0,10,9,2,10,2,10,21 to 35,Female,714.6
1,5,10,1,10,10,8,2,5,8,10,51 or more,Female,780.7
1,10,6,2,0,1,9,2,10,5,10,51 or more,Female,700.9
0,10,5,1,10,10,4,2,10,3,10,51 or more,Female,781.6
1,10,10,1,10,10,6,2,10,6,10,51 or more,Female,799
1,8,3,1,9,8,8,2,4,10,6,36 to 50,Male,734.4
4,2,4,1,8,5,8,1,4,0,2,36 to 50,Female,628.4
1,8,2,1,4,2,7,2,5,3,7,51 or more,Female,678.6
4,8,5,1,4,8,6,2,10,1,10,51 or more,Male,681.3
3,10,10,2,5,8,6,2,10,5,8,36 to 50,Male,693.2
1,10,4,2,7,7,7,2,0,1,2,36 to 50,Female,659.2
4,1,3,2,4,5,6,1,9,3,10,21 to 35,Male,607.6
2,3,4,1,5,5,6,2,8,3,10,51 or more,Male,704.5
2,3,4,1,5,5,6,2,8,3,10,51 or more,Male,704.5
1,5,4,1,8,2,8,2,2,2,5,21 to 35,Female,699.2
1,3,4,1,6,1,7,2,3,1,4,21 to 35,Female,671.6
3,7,8,1,7,9,7,2,10,8,10,51 or more,Female,707.2
1,6,3,1,8,4,7,1,5,1,7,36 to 50,Male,680.7
1,10,3,2,7,9,8,1,10,3,5,Less than 20,Male,670
2,2,1,1,1,1,8,2,7,2,4,36 to 50,Male,607.2
0,1,4,1,10,10,10,2,5,6,10,Less than 20,Male,709.7
3,5,4,1,5,5,7,2,5,1,7,21 to 35,Male,641.8
5,10,1,1,0,5,8,2,10,2,3,21 to 35,Male,636.9
1,8,7,2,8,5,5,2,10,8,10,51 or more,Female,719.6
2,1,2,2,8,3,8,2,10,0,10,51 or more,Male,658.6
4,10,4,2,8,3,8,1,2,1,7,Less than 20,Female,655.2
2,3,4,1,5,5,6,2,8,3,10,51 or more,Male,704.5
2,3,4,1,5,5,6,2,8,3,10,51 or more,Male,704.5
2,1,5,1,7,3,9,2,0,2,7,51 or more,Female,660.5
3,10,3,2,6,1,6,1,6,0,10,36 to 50,Female,649.3
1,10,2,2,8,6,9,2,2,3,9,36 to 50,Female,673
2,3,4,1,5,5,6,2,8,3,10,51 or more,Male,704.5
4,7,2,2,0,5,7,2,4,6,7,51 or more,Female,619.7
2,3,4,1,5,5,6,2,8,3,10,51 or more,Male,704.5
2,9,4,1,2,10,8,2,10,4,10,36 to 50,Male,714.4
3,4,4,2,9,10,6,2,4,2,3,36 to 50,Female,647.7
4,3,1,2,7,3,8,2,3,0,0,36 to 50,Female,600.8
4,10,4,2,8,3,8,2,5,1,7,51 or more,Male,685.8
0,5,3,1,10,5,8,2,7,7,5,21 to 35,Female,723.6
3,4,6,1,8,6,8,2,5,1,10,Less than 20,Female,689.8
1,4,3,2,5,2,7,2,5,1,4,Less than 20,Female,612.3
2,10,6,1,10,2,8,2,10,8,10,21 to 35,Female,740
5,10,1,1,5,4,6,2,5,1,1,21 to 35,Male,607.4
3,2,1,1,2,2,7,2,4,1,3,51 or more,Female,627.6
2,10,4,1,4,6,7,2,9,7,5,36 to 50,Female,715.1
1,4,3,1,5,1,8,2,8,1,7,36 to 50,Female,709.2
5,4,6,1,5,6,8,2,7,7,9,21 to 35,Female,705.1
5,10,3,2,8,2,6,2,4,0,2,36 to 50,Female,583.2
1,10,1,2,2,3,7,2,2,1,4,51 or more,Male,615.9
3,2,10,2,6,3,10,2,10,4,10,21 to 35,Male,694.7
1,10,2,2,10,6,10,2,7,7,10,36 to 50,Male,714
2,3,4,1,4,8,7,2,8,3,8,36 to 50,Female,705.3
3,0,7,1,5,7,6,1,7,1,2,36 to 50,Male,642
2,6,0,2,4,3,7,1,2,1,6,21 to 35,Male,600.6
4,3,3,1,5,8,7,1,5,0,0,36 to 50,Female,620.3
1,4,10,1,9,10,8,2,10,4,8,36 to 50,Female,751.8
0,4,3,1,5,4,8,1,4,2,8,Less than 20,Male,663.9
3,10,10,1,8,5,5,2,10,3,3,21 to 35,Male,711.1
3,10,2,2,8,5,7,1,4,1,4,36 to 50,Female,628.2
2,10,10,1,8,6,7,1,10,5,9,Less than 20,Male,727
5,2,1,2,10,1,3,2,5,1,2,21 to 35,Female,563.7
2,10,10,1,8,10,7,2,10,3,10,36 to 50,Female,760.1
2,0,7,1,8,10,7,2,5,2,3,36 to 50,Male,663.2
1,10,2,1,7,4,7,2,10,1,10,51 or more,Female,706.2
4,7,2,1,8,6,7,2,6,1,4,51 or more,Male,664.1
2,10,3,1,6,8,8,1,4,3,3,21 to 35,Female,681.7
3,1,0,2,2,3,8,1,0,2,6,36 to 50,Male,583.8
3,4,1,1,0,10,6,2,3,1,1,36 to 50,Male,620.5
2,4,2,1,2,3,7,2,3,2,2,Less than 20,Female,627.8
2,2,1,1,8,2,7,2,3,5,3,36 to 50,Female,637.8
3,7,3,1,4,10,7,2,2,1,6,36 to 50,Female,693.8
3,7,3,1,4,10,7,2,2,1,6,36 to 50,Female,693.8
2,5,5,1,6,3,9,1,2,1,3,21 to 35,Female,635
2,10,2,1,8,8,9,2,10,3,7,21 to 35,Male,710.8
3,4,2,2,1,1,7,1,10,2,10,36 to 50,Male,596.8
4,8,4,2,9,3,7,2,10,3,5,36 to 50,Male,636.3
4,8,4,2,9,3,7,2,10,3,5,36 to 50,Male,636.3
4,8,4,2,9,3,7,2,10,3,5,36 to 50,Male,636.3
0,6,2,2,8,2,8,2,5,5,9,51 or more,Male,706
2,4,7,1,4,10,5,2,8,5,4,21 to 35,Female,684.9
0,10,0,1,0,4,8,2,0,0,1,Less than 20,Male,612.9
3,4,8,1,8,10,8,2,10,6,9,36 to 50,Female,728
2,10,3,2,8,7,5,2,10,2,10,36 to 50,Female,704.7
2,6,5,1,8,5,8,1,4,5,10,51 or more,Female,703.2
1,10,6,1,9,9,7,2,8,4,10,51 or more,Female,756.5
3,10,0,2,5,2,8,2,4,0,1,36 to 50,Male,666.9
1,5,4,2,0,1,8,1,10,4,1,51 or more,Male,629.3
2,3,5,1,4,2,7,2,3,0,4,36 to 50,Female,614
3,3,2,2,2,3,9,2,7,4,10,51 or more,Female,662.2
3,4,3,1,8,7,8,2,7,2,10,51 or more,Female,705.3
3,10,5,1,7,5,6,2,10,2,10,36 to 50,Female,719.8
2,10,4,1,3,10,5,2,5,1,5,Less than 20,Male,657.7
0,10,0,2,2,8,5,2,1,0,10,21 to 35,Male,638.6
1,8,8,2,5,2,8,2,8,2,5,21 to 35,Male,689
3,5,2,1,2,1,9,1,5,2,10,21 to 35,Male,644.8
3,4,2,1,6,7,7,1,10,6,8,21 to 35,Male,652.4
4,10,2,1,4,4,7,1,3,2,6,21 to 35,Female,622.9
1,2,6,2,7,3,7,2,3,4,7,21 to 35,Male,627.8
2,8,9,1,8,5,7,1,10,6,10,36 to 50,Male,718.3
5,4,4,1,8,10,8,2,2,3,3,Less than 20,Female,661.7
3,4,2,2,6,6,6,2,6,5,5,36 to 50,Male,667.3
2,10,2,1,8,4,7,2,3,3,8,21 to 35,Female,665.4
1,10,10,2,6,10,8,2,10,10,10,Less than 20,Male,751.8
4,2,3,1,4,5,6,2,2,4,4,21 to 35,Male,617.8
1,10,6,2,7,8,8,2,10,8,10,Less than 20,Male,736.1
1,10,6,2,7,8,8,2,10,8,10,Less than 20,Male,736.1
5,7,6,2,4,8,7,1,5,1,3,21 to 35,Male,620.3
4,2,2,1,5,2,8,2,8,2,8,Less than 20,Male,595.5
2,5,10,1,8,3,6,2,10,4,10,Less than 20,Female,734.7
3,10,2,2,9,2,8,2,6,2,4,36 to 50,Female,651.6
3,3,4,1,8,3,7,2,10,4,7,36 to 50,Male,648.2
2,4,4,1,7,1,8,2,10,0,5,21 to 35,Female,636.1
5,3,10,1,10,8,5,1,5,10,10,Less than 20,Male,699.8
3,10,1,2,6,8,8,2,4,2,6,51 or more,Male,640.9
3,10,1,2,4,7,8,2,5,1,7,36 to 50,Female,676.4
2,6,3,1,9,8,8,2,5,5,6,Less than 20,Male,688.5
3,10,4,1,9,10,7,2,10,3,10,51 or more,Male,748.2
3,10,5,2,7,10,9,2,10,3,2,21 to 35,Male,661.9
2,10,5,1,6,3,6,1,8,10,10,51 or more,Female,716
0,10,10,2,10,6,8,2,10,8,10,36 to 50,Male,778.2
1,6,5,1,9,10,8,2,2,10,6,21 to 35,Male,734.8
1,10,10,2,8,5,5,2,10,8,5,51 or more,Female,734.9
2,8,3,1,3,3,8,1,6,3,2,21 to 35,Male,616.1
1,10,3,1,10,9,7,2,5,5,10,51 or more,Female,697
4,10,6,2,8,4,6,2,5,4,4,21 to 35,Male,675.4
1,5,10,2,3,5,7,2,10,5,10,36 to 50,Female,718.3
3,4,1,1,7,7,8,1,3,5,7,36 to 50,Male,659.4
0,3,0,2,7,7,7,1,2,1,10,21 to 35,Male,626.9
2,6,3,2,3,4,8,2,2,2,1,21 to 35,Male,604.4
3,10,10,1,5,10,8,2,10,5,5,36 to 50,Female,760.3
1,10,2,1,8,2,7,2,5,7,5,36 to 50,Female,687.1
3,6,8,1,5,4,7,2,10,0,3,36 to 50,Female,682.4
0,8,1,2,5,1,6,1,0,6,10,Less than 20,Male,620.4
4,3,2,2,6,8,7,2,1,1,2,36 to 50,Female,610.1
1,5,5,1,8,6,6,1,5,10,3,Less than 20,Female,680.9
2,10,4,1,6,7,7,2,2,7,4,36 to 50,Female,671.1
2,10,4,1,5,7,7,2,6,4,5,36 to 50,Female,683
1,10,9,1,3,6,8,1,10,5,10,51 or more,Female,717
3,10,1,2,8,8,8,2,5,2,10,51 or more,Female,688.5
4,5,1,2,6,3,6,1,5,0,10,36 to 50,Male,593.6
4,6,2,2,3,5,7,2,3,2,7,21 to 35,Male,638.4
2,2,4,2,5,4,6,2,4,1,5,51 or more,Female,643.1
5,8,0,1,10,8,7,2,3,0,10,51 or more,Male,622
3,8,4,1,4,2,6,2,2,1,10,36 to 50,Female,649.5
3,6,0,1,5,6,7,2,3,1,7,36 to 50,Female,653.9
3,3,4,1,9,6,7,2,3,5,7,51 or more,Female,657.3
3,7,4,2,8,5,6,2,3,1,10,36 to 50,Female,667.1
5,10,2,1,0,10,7,2,10,1,5,21 to 35,Female,632.6
4,4,1,1,4,8,7,2,8,0,3,36 to 50,Female,666.2
4,10,2,2,10,5,8,2,5,5,10,36 to 50,Male,648.8
3,10,6,1,2,8,8,2,4,0,8,21 to 35,Female,691.9
3,2,3,2,6,4,7,2,5,1,10,21 to 35,Male,626.3
2,1,2,2,3,2,9,1,2,0,10,21 to 35,Female,588.9
3,3,0,2,8,1,7,1,2,1,7,36 to 50,Male,608.7
1,2,4,2,6,1,9,1,3,2,2,21 to 35,Male,617.6
4,10,10,2,10,2,8,2,10,2,10,36 to 50,Male,651.6
1,10,3,1,8,10,5,2,2,4,4,Less than 20,Male,718.9
1,10,8,1,7,10,5,2,4,4,5,Less than 20,Male,729.1
0,2,8,2,4,1,6,2,8,1,10,51 or more,Female,671.4
2,8,4,1,5,1,7,1,2,3,5,21 to 35,Female,622.3
0,7,2,1,7,1,7,1,4,3,2,21 to 35,Female,634.2
0,7,2,1,7,1,7,1,4,3,2,21 to 35,Female,634.2
3,5,2,1,2,2,7,2,4,6,9,21 to 35,Female,682
1,7,4,1,9,3,6,1,10,3,5,21 to 35,Female,688.8
4,5,3,1,2,4,7,2,3,1,3,36 to 50,Female,656.9
3,10,6,2,5,2,7,2,7,2,1,51 or more,Female,661.6
1,8,4,1,10,10,8,2,10,8,5,21 to 35,Female,755.2
2,5,5,1,10,5,7,2,4,5,3,21 to 35,Female,697.9
0,4,3,2,6,1,7,1,10,2,6,51 or more,Female,671.6
5,2,6,1,5,10,6,1,5,3,9,21 to 35,Male,663
1,4,4,1,10,2,8,2,5,5,7,51 or more,Male,672
3,3,2,1,2,8,5,2,10,4,7,21 to 35,Female,665.8
1,4,5,1,8,6,8,1,8,4,8,21 to 35,Male,688.1
4,5,5,2,7,6,8,2,10,10,3,21 to 35,Male,677.9
3,4,8,1,5,8,7,2,4,8,10,36 to 50,Female,734.2
0,5,5,1,5,6,8,1,8,7,10,Less than 20,Male,694.9
5,4,5,1,5,5,6,1,7,5,5,21 to 35,Female,656.9
4,6,2,2,7,4,7,2,4,4,2,21 to 35,Female,639.9
3,10,5,1,1,10,7,2,10,2,5,51 or more,Female,681.9
3,8,4,2,7,6,6,2,7,7,3,51 or more,Female,677.5
2,4,6,2,6,6,9,2,2,4,10,Less than 20,Male,693.4
2,10,2,1,9,5,9,2,6,4,10,21 to 35,Female,713.6
2,10,4,1,8,7,8,1,4,5,9,21 to 35,Female,703.6
2,4,6,2,6,6,9,2,2,4,10,Less than 20,Male,693.4
4,10,5,2,9,8,8,2,3,10,10,21 to 35,Male,714
3,10,3,2,5,2,8,2,10,0,5,21 to 35,Female,689
2,10,5,2,2,7,8,2,10,2,4,Less than 20,Female,674.7
3,6,8,1,7,6,6,2,10,4,10,36 to 50,Male,731.9
0,5,3,1,8,5,6,2,0,5,8,36 to 50,Female,692.6
4,8,3,1,8,5,8,2,3,6,4,51 or more,Male,679.4
4,8,4,1,6,4,8,2,6,7,8,21 to 35,Female,703
5,9,5,1,6,2,8,2,10,3,10,21 to 35,Male,646.5
5,9,5,1,6,2,8,2,10,3,10,21 to 35,Male,646.5
5,10,0,1,7,5,6,1,1,1,7,21 to 35,Female,624.6
5,2,0,1,7,10,6,2,10,0,4,21 to 35,Female,674.9
1,10,5,1,5,4,6,2,10,4,2,36 to 50,Female,692.4
3,3,2,1,7,3,7,2,2,6,3,Less than 20,Male,632.9
2,10,2,1,6,5,7,2,3,1,9,Less than 20,Female,687.7
3,10,6,1,8,6,7,1,10,4,10,Less than 20,Female,699.8
2,10,5,1,6,10,7,2,10,5,10,Less than 20,Male,709.1
2,10,0,1,6,8,5,1,10,0,10,Less than 20,Female,652.2
5,3,2,1,2,5,7,1,1,0,5,Less than 20,Female,595.9
2,6,3,1,4,4,8,2,0,1,4,Less than 20,Female,648.6
2,10,3,1,4,4,8,2,5,3,4,Less than 20,Female,672.4
2,10,3,1,4,4,8,2,5,3,4,Less than 20,Female,672.4
3,10,7,1,8,4,7,1,2,4,10,Less than 20,Female,696
2,2,7,1,9,7,9,1,3,3,9,Less than 20,Female,681.7
4,10,5,1,9,8,8,2,10,1,3,Less than 20,Female,702.1
4,10,5,1,9,8,8,2,10,1,3,Less than 20,Female,702.1
4,10,5,1,9,8,8,2,10,1,3,Less than 20,Female,702.1
1,10,4,1,7,5,7,2,10,5,5,Less than 20,Female,682.6
3,8,3,1,7,6,7,2,8,2,4,Less than 20,Female,689.6
3,10,4,1,8,4,8,2,3,4,7,Less than 20,Female,699.6
2,10,3,1,4,4,8,2,5,3,4,Less than 20,Female,672.4
2,10,10,2,3,3,7,2,10,2,10,36 to 50,Female,673.7
3,5,2,1,8,8,6,2,5,1,10,36 to 50,Female,700
1,10,2,2,2,5,7,2,4,4,1,21 to 35,Male,633.3
0,10,6,1,6,3,7,2,10,2,10,Less than 20,Male,683.9
5,3,2,1,2,5,7,1,1,0,5,Less than 20,Female,595.9
4,10,7,1,7,3,7,2,3,6,4,21 to 35,Female,689
1,10,2,1,6,9,7,2,5,3,10,Less than 20,Female,727.6
2,10,5,1,9,9,9,2,2,3,9,Less than 20,Female,722.9
4,10,5,1,6,7,7,2,3,3,3,Less than 20,Female,657.5
4,10,1,1,7,4,6,2,0,2,5,Less than 20,Female,653.3
3,10,5,1,8,7,8,2,7,2,4,Less than 20,Female,698.5
5,10,2,1,7,10,8,2,2,9,1,Less than 20,Female,653.2
2,6,4,1,5,7,7,1,5,2,7,Less than 20,Female,650.7
3,6,3,1,7,3,9,2,1,2,4,Less than 20,Female,633.3
2,10,5,1,5,7,8,2,4,4,4,Less than 20,Female,690
2,10,7,1,6,9,6,2,8,7,8,Less than 20,Male,701.9
1,10,5,1,8,7,8,2,10,2,5,Less than 20,Female,722.3
3,10,3,1,5,10,8,2,5,1,3,Less than 20,Female,663.4
3,7,1,1,2,3,8,1,3,3,5,Less than 20,Female,605.9
4,10,1,1,8,6,8,2,10,3,6,Less than 20,Female,694.9
3,10,4,1,4,4,7,2,10,1,5,Less than 20,Female,694.3
3,10,3,2,5,6,8,1,0,2,10,Less than 20,Female,618.4
4,2,2,1,2,6,6,2,9,2,2,Less than 20,Female,619.7
3,6,3,1,7,3,9,2,1,2,4,Less than 20,Female,633.3
2,9,2,2,9,3,8,2,2,0,3,51 or more,Female,643.3
2,10,5,1,7,10,8,2,3,4,5,Less than 20,Male,687.2
2,8,6,1,6,6,10,2,3,2,9,Less than 20,Female,707.2
3,10,3,2,7,9,6,2,9,3,10,36 to 50,Female,684.9
5,2,0,1,7,10,6,2,10,0,4,21 to 35,Female,674.9
2,10,3,1,8,10,6,2,10,1,10,36 to 50,Male,669.8
1,5,8,1,7,10,6,2,10,4,4,21 to 35,Male,734.4
5,2,0,1,7,10,6,2,10,0,4,21 to 35,Female,674.9
5,4,5,1,2,2,8,2,10,4,10,36 to 50,Male,661.8
3,10,0,1,3,9,8,2,9,1,5,36 to 50,Female,634.3
3,3,0,1,5,1,6,1,0,1,6,Less than 20,Male,622.1
1,3,3,1,5,6,7,2,10,2,10,51 or more,Male,711.7
5,3,3,2,8,7,4,2,3,1,7,36 to 50,Male,651.8
1,4,4,1,4,3,8,2,5,3,10,51 or more,Male,690.9
2,3,2,2,7,1,7,2,2,0,10,36 to 50,Male,598.5
3,5,3,2,7,1,6,2,10,1,4,51 or more,Male,606.8
4,2,3,2,4,2,7,1,2,4,2,21 to 35,Female,574.9
0,3,1,1,9,4,6,2,4,4,10,21 to 35,Male,641.4
4,9,7,2,5,3,6,1,8,1,3,21 to 35,Female,632.7
1,10,4,1,10,3,8,2,5,6,10,51 or more,Female,752.1
1,5,8,2,7,10,8,2,10,2,10,51 or more,Male,721.2
3,5,10,1,10,4,7,1,6,10,10,21 to 35,Male,731.7
3,6,8,1,3,10,6,1,6,4,5,Less than 20,Female,697
1,10,4,1,9,10,8,2,7,3,8,36 to 50,Male,724.6
4,10,2,1,7,10,6,2,4,2,10,36 to 50,Male,732.7
1,10,10,1,8,7,7,2,10,5,10,21 to 35,Male,756.1
3,10,6,1,0,8,8,2,5,7,10,Less than 20,Female,714
3,10,6,1,0,8,8,2,5,7,10,Less than 20,Female,714
4,1,1,1,0,2,7,1,10,3,5,51 or more,Female,631
4,10,10,2,10,10,8,2,6,9,5,51 or more,Male,722.9
3,5,5,1,5,1,8,2,2,1,4,21 to 35,Female,648
4,10,5,2,6,1,7,2,4,3,2,36 to 50,Female,632.5
0,2,1,1,1,1,8,2,4,5,10,51 or more,Male,673.5
3,2,1,2,2,1,9,1,2,0,10,36 to 50,Female,573.4
2,10,6,2,6,10,7,2,10,1,2,51 or more,Female,698.9
4,10,3,1,0,2,6,1,10,1,0,Less than 20,Female,625.7
2,10,5,1,9,7,8,2,7,3,10,51 or more,Female,735.9
2,10,5,1,9,7,8,2,7,3,10,51 or more,Female,735.9
3,10,10,1,8,10,7,2,8,5,2,21 to 35,Male,715.9
4,5,2,1,9,10,7,2,7,1,5,51 or more,Female,656.4
1,9,10,2,10,8,9,2,10,10,10,Less than 20,Male,738
5,10,6,2,5,10,10,2,2,4,10,Less than 20,Female,657
2,10,10,2,8,6,8,2,10,6,10,Less than 20,Female,734
0,10,5,2,10,4,8,1,10,10,8,Less than 20,Male,648.6
1,10,1,1,6,1,10,1,1,0,1,Less than 20,Male,619.5
2,7,6,1,7,5,8,2,10,1,1,Less than 20,Female,665.8
3,10,10,2,10,8,10,1,10,10,10,Less than 20,Male,716.1
2,4,4,1,3,5,7,1,0,2,3,Less than 20,Female,635
1,10,9,2,5,9,6,2,5,2,7,Less than 20,Female,693.4
2,10,5,1,10,6,8,2,10,7,5,Less than 20,Male,739.1
5,10,8,1,0,10,9,2,10,10,4,Less than 20,Female,699.3
2,10,4,1,5,6,8,2,10,6,10,Less than 20,Male,715.3
2,10,7,2,7,10,7,1,10,6,6,Less than 20,Male,692.1
3,5,7,2,1,3,7,2,5,0,0,Less than 20,Female,605.7
3,10,6,1,1,5,10,1,7,7,8,Less than 20,Female,669.6
2,7,3,2,5,10,6,1,7,1,10,Less than 20,Male,615.4
4,10,10,1,4,10,10,2,10,3,7,Less than 20,Male,723.3
1,10,10,1,5,8,8,2,10,6,4,Less than 20,Female,715.7
1,10,7,1,9,4,8,2,10,3,7,Less than 20,Female,696.2
1,10,8,1,5,7,9,2,3,6,10,Less than 20,Male,680
1,10,7,1,3,1,8,2,10,0,2,Less than 20,Female,661.6
4,10,5,1,9,7,6,2,5,10,7,Less than 20,Female,701.5
2,10,4,1,5,6,8,2,10,6,10,Less than 20,Male,700
1,10,8,1,5,7,9,2,3,6,10,Less than 20,Male,680
5,10,2,2,7,9,9,2,10,6,9,Less than 20,Female,682.1
3,10,10,2,8,4,7,2,10,7,10,Less than 20,Female,709.6
2,8,10,1,4,9,8,2,10,5,4,Less than 20,Female,710.8
1,10,7,1,5,10,10,1,3,2,10,Less than 20,Male,679.1
1,10,6,1,8,7,9,2,8,4,9,Less than 20,Female,720.8
2,10,4,1,5,6,8,2,10,6,10,Less than 20,Male,696.6
4,10,5,1,3,5,6,2,5,6,4,Less than 20,Female,651.8
4,10,10,1,10,10,8,2,10,2,5,Less than 20,Female,734.8
1,10,6,1,8,7,8,2,6,4,8,Less than 20,Female,695.1
4,6,3,1,3,2,5,1,3,0,2,51 or more,Male,600
4,4,1,1,1,10,6,2,4,1,5,51 or more,Female,622.2
1,7,4,2,2,3,8,2,5,9,10,36 to 50,Female,675.6
5,2,2,1,2,2,5,1,3,1,2,51 or more,Male,567.7
1,4,4,1,4,3,8,2,5,3,10,51 or more,Male,690.9
2,10,4,2,9,9,9,2,10,6,4,Less than 20,Female,685.5
3,4,5,2,6,2,8,2,5,8,2,51 or more,Female,665.2
5,2,2,2,4,1,6,1,9,2,9,36 to 50,Female,596.6
4,3,5,1,4,7,7,2,3,4,10,21 to 35,Male,683
4,9,6,2,8,6,7,1,4,4,6,21 to 35,Female,616.5
1,8,3,1,9,10,6,2,7,4,10,51 or more,Male,717.4
3,10,0,2,2,2,2,2,3,0,2,51 or more,Male,585.8
2,10,3,1,8,4,7,2,10,6,3,51 or more,Male,716.4
2,7,2,2,3,8,6,2,4,1,4,51 or more,Female,623.5
3,10,6,2,3,3,8,2,5,8,3,51 or more,Female,667.1
3,7,5,1,4,4,8,2,5,4,7,36 to 50,Female,697.9
3,10,7,1,7,10,6,2,10,1,3,36 to 50,Male,700.4
3,10,3,2,8,5,8,2,4,3,5,51 or more,Female,677.7
2,8,3,2,4,10,8,2,5,3,5,51 or more,Male,682.1
3,4,2,1,0,3,10,2,2,1,8,Less than 20,Female,619.9
2,4,4,1,6,10,8,2,5,2,5,21 to 35,Female,682.1
3,9,8,1,9,7,7,2,7,2,7,Less than 20,Male,696.6
3,2,0,1,2,1,7,1,6,1,10,36 to 50,Male,591.7
5,10,2,2,7,7,7,1,3,1,2,36 to 50,Female,626.9
4,10,4,1,2,7,7,2,2,3,10,21 to 35,Female,677.9
3,7,0,2,1,6,9,2,5,0,10,Less than 20,Female,599.9
4,3,4,1,3,1,5,2,7,2,4,36 to 50,Female,644
3,9,6,1,8,5,7,1,10,0,6,21 to 35,Male,680.9
4,4,0,1,10,7,8,2,4,0,5,36 to 50,Female,656
0,10,3,1,7,2,7,1,10,9,10,36 to 50,Female,721.1
3,3,2,1,7,5,8,2,2,1,3,51 or more,Female,643.7
3,2,1,1,10,5,8,2,5,4,7,36 to 50,Female,653.9
2,10,2,2,7,6,8,1,10,8,10,21 to 35,Female,715.3
2,5,3,1,3,2,7,2,5,1,10,51 or more,Female,653.1
0,3,0,1,10,5,6,2,5,8,10,21 to 35,Male,709.6
3,10,4,1,6,3,8,2,5,8,3,51 or more,Female,687.5
1,4,0,1,1,2,8,1,2,1,6,21 to 35,Female,619.3
1,4,2,1,7,10,8,2,3,3,5,21 to 35,Male,649.8
4,10,4,2,7,1,7,2,10,2,5,51 or more,Male,676.7
4,8,2,1,4,6,8,2,2,2,3,21 to 35,Female,654.1
4,10,2,1,4,5,7,2,10,1,10,36 to 50,Female,669
0,10,10,2,8,10,10,2,10,10,10,36 to 50,Female,779.4
3,6,8,1,3,10,6,1,6,4,5,Less than 20,Female,697
5,10,1,1,0,10,10,1,10,2,5,21 to 35,Female,646.8
3,10,1,2,7,1,7,2,2,0,0,21 to 35,Female,629.1
2,7,2,1,4,4,8,2,5,0,2,21 to 35,Male,660.5
1,10,8,1,9,7,7,2,2,8,6,21 to 35,Female,740.8
5,3,0,1,1,10,6,1,3,1,5,36 to 50,Female,613.7
3,2,3,1,5,8,5,2,6,1,5,21 to 35,Male,652.2
5,6,0,2,8,1,5,2,5,2,5,36 to 50,Male,628.7
1,10,4,1,4,10,6,2,4,5,7,51 or more,Female,712.3
5,10,1,2,4,1,6,2,1,0,10,36 to 50,Female,623.8
1,10,6,2,10,3,6,2,10,3,10,51 or more,Male,722.8
2,4,3,1,7,10,8,2,9,5,5,21 to 35,Female,733.1
3,10,2,1,8,9,7,2,5,1,1,21 to 35,Female,659.6
3,8,7,1,8,10,7,2,8,2,7,51 or more,Male,717.6
4,10,3,2,7,1,9,2,2,0,5,36 to 50,Female,617.6
3,10,10,1,8,2,6,2,1,10,5,Less than 20,Female,690.3
2,2,2,1,5,10,7,1,10,4,5,36 to 50,Female,639.4
1,10,4,1,8,10,6,2,5,5,10,21 to 35,Male,727.6
3,10,3,1,0,10,7,1,3,1,3,51 or more,Female,641.1
2,10,8,2,4,5,6,1,10,7,10,21 to 35,Male,704.5
2,10,3,1,5,8,6,2,0,1,7,Less than 20,Male,671.1
2,6,3,1,3,4,7,2,5,1,5,21 to 35,Female,668.8
5,5,1,2,7,2,5,1,10,1,3,Less than 20,Female,596.6
4,10,3,2,8,7,7,2,4,2,10,Less than 20,Male,660.9
1,6,2,2,1,2,6,2,5,0,5,36 to 50,Male,612.1
